name,prompt,negative_prompt
阳光沙滩海滨 Sunny Beach Seaside,"sunny beach seaside style {prompt}. Expansive stretches of golden sand, with clear blue ocean waters gently rolling in. Palm trees swaying in the breeze, providing shade. Beachgoers relax on colorful towels, and there are umbrellas dotting the shore. The sky is bright blue with fluffy white clouds","Overcast, gloomy weather, absence of sand and palm trees, rough and stormy ocean waters"
宁静乡村田野 Peaceful Rural Fields,"peaceful rural fields style {prompt}. Vast fields of wheat or corn gently rustling in the wind. Old - fashioned farmhouses with red - painted barns stand in the distance. Dirt roads wind through the fields, and a small stream meanders nearby. Cows or sheep graze in pastures surrounded by wooden fences","Urban - like environment, lack of farm - related elements, no fields or livestock"
繁华都市街道 Bustling City Streets,"bustling city streets style {prompt}. Crowded sidewalks filled with people walking in a hurry. Tall skyscrapers line the streets, with glass facades reflecting the city lights. Buses, cars, and taxis rush by, and there are numerous shops, cafes, and restaurants with neon signs glowing","Quiet, empty streets, absence of tall buildings and urban infrastructure, no signs of a busy city life"
古老城堡庭院 Ancient Castle Courtyard,"ancient castle courtyard style {prompt}. A large, stone - paved courtyard within the walls of an old castle. The stones are weather - worn and show signs of age. There are small, well - tended gardens with colorful flowers and shrubs. A central fountain may be spraying water, and the sound of birdsong fills the air","Modern - style architecture, lack of castle - related elements like stone walls and fountains, absence of an old - world charm"
山间森林小径 Mountain Forest Trail,"mountain forest trail style {prompt}. A narrow, winding path through a dense forest on the slopes of a mountain. Trees of various species tower overhead, their branches interlaced. Sunlight filters through the foliage, creating dappled light on the forest floor. The sound of a nearby stream can be heard, and there may be small woodland animals scurrying about","Flat terrain, lack of forest and mountain elements, absence of a natural, wooded path"
热闹集市广场 Lively Bazaar Square,"lively bazaar square style {prompt}. A large, open square filled with stalls selling a wide variety of goods. Colorful textiles, handicrafts, and fresh produce are on display. The air is filled with the chatter of vendors and customers bargaining. Street performers entertain the crowd, and there are small cafes around the square where people can sit and enjoy the atmosphere","Quiet, empty square, lack of stalls and vendors, absence of a bustling market atmosphere"
冰雪覆盖山峰 Snow - covered Mountain Peaks,"snow - covered mountain peaks style {prompt}. Majestic, snow - capped mountains with slopes glistening in the sunlight. The snow is pure white, and there may be glaciers flowing down the mountainsides. The air is cold and crisp, and the view from the base or a nearby vantage point is breathtaking","Warm - climate, ice - free mountains, absence of snow and glaciers, lack of a cold - weather mountainous look"
沙漠绿洲营地 Desert Oasis Camp,"desert oasis camp style {prompt}. A small cluster of tents set up near an oasis in the middle of a vast desert. Palm trees surround the clear, blue pool of water. Camels are tied nearby, and there are rugs laid out for relaxation. The sand dunes stretch as far as the eye can see, with the sun setting in a blaze of orange and red","Lush, green environment, absence of desert and oasis - related elements, no signs of a desert - based camp"
浪漫樱花公园 Romantic Cherry Blossom Park,"romantic cherry blossom park style {prompt}. A park filled with cherry blossom trees in full bloom, their pink petals covering the ground like a carpet. Paths wind through the trees, and there are benches where couples sit and enjoy the scenery. Small ponds with koi fish add to the peaceful atmosphere, and the soft sound of wind rustling the petals can be heard","Bare - tree, non - blooming park, absence of a romantic and peaceful atmosphere, lack of cherry - blossom - related elements"
神秘沼泽湿地 Mysterious Swamp Wetland,"mysterious swamp wetland style {prompt}. A wetland area filled with stagnant water, tall reeds, and cypress trees with their roots submerged. The water is dark and murky, and there are patches of floating vegetation. Fog often hovers over the swamp, and the croaking of frogs and calls of strange birds can be heard","Dry, firm ground, lack of waterlogged areas and swamp - specific plants, absence of a mysterious and wet environment"
未来科技城市 Future - tech City,"future - tech city style {prompt}. A cityscape filled with sleek, futuristic buildings with advanced architecture. Flying cars zip through the air, and large, glowing holographic billboards are everywhere. The city is powered by clean energy, with solar panels and wind turbines visible. There are floating walkways and advanced transportation hubs","Traditional - style buildings, absence of flying vehicles and high - tech features, lack of a clean - energy - powered city"
童话小镇街道 Fairy - tale Town Streets,"fairy - tale town streets style {prompt}. Cobblestone streets lined with colorful, small houses with thatched roofs. Flower - filled gardens in front of each house, and small shops selling handicrafts and sweets. A small, stone bridge crosses a stream running through the town, and children play in the streets","Plain, modern - looking town, lack of colorful and charming elements, absence of a fairytale - like setting"
活力校园操场 Energetic School Playground,"energetic school playground style {prompt}. A large, open playground with green grass. Children are playing on swings, slides, and climbing frames. There are basketball courts and football fields where students engage in sports. The sound of laughter and shouts fills the air, and there are colorful flags or banners around the perimeter","Quiet, empty playground, lack of children and sports - related activities, absence of a lively and energetic atmosphere"
复古小镇广场 Retro Town Square,"retro town square style {prompt}. A square with buildings in a vintage style, such as Art Deco or Victorian. Old - fashioned streetlights illuminate the area, and there are benches where people sit and chat. A bandstand in the center may host live music events, and classic cars are parked around the square","Modern - looking square, lack of vintage - style buildings and elements, absence of a retro - themed atmosphere"
奇幻仙境花园 Magical Wonderland Garden,"magical wonderland garden style {prompt}. A garden filled with strange, colorful plants that seem to glow in the sunlight. There are small, fairy - like creatures flitting about, and mushrooms as big as houses. A small, winding path leads through the garden, and there are hidden nooks and crannies filled with magical treasures","Ordinary, realistic - looking garden, lack of magical elements and fantastical plants, absence of a wonderland - like atmosphere"
繁华夜市街道 Prosperous Night Market Streets,"prosperous night market streets style {prompt}. Streets filled with brightly - lit stalls selling delicious street food, unique trinkets, and souvenirs. The air is filled with the smell of food cooking and the sounds of music and laughter. People are bustling around, enjoying the vibrant atmosphere, and there are colorful lanterns hanging overhead","Quiet, dark streets, lack of stalls and lights, absence of a lively night - market atmosphere"
宁静湖滨码头 Peaceful Lakeside Dock,"peaceful lakeside dock style {prompt}. A wooden dock stretching out into a calm, still lake. Boats are tied to the dock, gently bobbing in the water. The lake reflects the surrounding trees and mountains, creating a mirror - like surface. The sound of water lapping against the dock can be heard, and there may be a few ducks swimming nearby","Rough, choppy lake waters, lack of a dock and calm lake environment, absence of a peaceful and idyllic setting"
历史古镇街巷 Historic Ancient Town Alleys,"historic ancient town alleys style {prompt}. Narrow, winding alleys with stone - paved floors. Old - fashioned houses with wooden doors and windows line the alleys. There are small shops selling traditional handicrafts and local specialties. The walls are covered in ivy, and the atmosphere is filled with a sense of history and nostalgia","Modern - style alleys, lack of old - fashioned houses and historical elements, absence of a historic and charming atmosphere"
热闹游乐园 Thrilling Amusement Park,"thrilling amusement park style {prompt}. A large area filled with colorful rides, such as roller coasters, Ferris wheels, and carousels. The sound of screams of excitement and music from the games fills the air. People are lined up for rides, and there are stalls selling popcorn, cotton candy, and other treats","Quiet, empty park, lack of rides and amusement - related activities, absence of a lively and exciting atmosphere"
荒野露营地 Wilderness Campsite,"wilderness campsite style {prompt}. A campsite in a remote, natural area surrounded by tall trees and mountains. Tents are set up on a flat, grassy area, and there is a campfire burning. The sound of crickets chirping and the crackling of the fire can be heard. The night sky is filled with stars, and there may be a small stream nearby for water","Urban - like environment, lack of natural elements and a remote location, absence of a wilderness - based campsite"
>>>暗黑系,,
悬浮岛屿天空城 Floating Island Sky City,"floating island sky city style {prompt}. A cluster of large, rocky islands suspended in the sky, connected by ethereal bridges. On these islands stand magnificent, multi - colored crystal palaces with spires reaching towards the clouds. Flying creatures like wyverns and pegasi soar around the islands, and there are gardens filled with glowing, otherworldly plants","Solid, grounded land, absence of floating elements and flying creatures, plain and non - magical architecture"
彩虹瀑布精灵谷 Rainbow Waterfall Fairy Valley,"rainbow waterfall fairy valley style {prompt}. A valley where a massive waterfall cascades down, creating a permanent, vivid rainbow in the mist. The valley is filled with tiny, glowing fairies flitting among giant mushrooms and flowers as big as houses. The ground is covered in luminescent moss, and small, magical streams wind through the valley","Dull, colorless waterfall, lack of fairies and magical plants, absence of a glowing and enchanted environment"
机械齿轮蒸汽朋克小镇 Mechanical Gear Steampunk Town,"mechanical gear steampunk town style {prompt}. A town filled with buildings made of brass and copper, with large, spinning gears and pipes visible on the exteriors. Steam billows from chimneys, and steam - powered vehicles chug along cobblestone streets. Airships with large propellers hover overhead, and there are clockwork automatons performing various tasks","Modern, non - steampunk architecture, lack of mechanical gears and steam - powered elements, absence of a Victorian - era - meets - science - fiction aesthetic"
时空漩涡神秘林地 Time Vortex Mysterious Woods,"time vortex mysterious woods style {prompt}. A dense forest where strange, swirling time vortices appear randomly between the trees. The trees themselves have gnarled, ancient - looking trunks and leaves that change color with the passage of time. Creatures from different eras, such as dinosaurs and unicorns, coexist in this forest, and there are ancient ruins hidden among the undergrowth","Ordinary, static forest, lack of time - related anomalies and creatures from different timelines, absence of ancient ruins"
魔法极光冰雪荒原 Magic Aurora Ice Wasteland,"magic aurora ice wasteland style {prompt}. A vast, frozen landscape where the ground is covered in a layer of glittering ice. In the night sky, magical auroras in colors not found on Earth dance and flicker. Ice castles with magical runes carved on their walls stand in the distance, and there are yeti - like creatures with magical powers roaming the wasteland","Warm - climate area, lack of ice and magical auroras, absence of ice - based structures and magical beasts"
量子森林奇异世界 Quantum Forest Strange World,"quantum forest strange world style {prompt}. A forest where the laws of physics seem to bend. Trees have branches that disappear and reappear randomly, and the leaves emit a soft, quantum - fluctuating light. Small, spherical creatures with energy - filled cores float among the trees, and there are portals that lead to different dimensions hidden within the forest","Normal, physics - abiding forest, lack of quantum - related anomalies and dimensional portals, absence of strange, floating creatures"
糖果糖果甜蜜小镇 Candy - coated Sweet Town,"candy - coated sweet town style {prompt}. A town where every building is made of colorful candies and sweets. The houses have roofs made of gumdrops, and the streets are paved with candy - colored cobblestones. There are giant lollipop trees and cotton - candy clouds floating overhead. The air is filled with the sweet smell of confectionery, and there are friendly, candy - themed creatures running around","Plain, non - candy - themed town, lack of sugary structures and sweet - smelling elements, absence of candy - based creatures"
龙巢火山岩浆峡谷 Dragon's Lair Volcanic Magma Canyon,"dragon's lair volcanic magma canyon style {prompt}. A deep canyon with active volcanoes at its edges, spewing out rivers of glowing magma. In the cliffs of the canyon, there are large caves that serve as lairs for powerful dragons. The dragons' scales reflect the red - orange glow of the magma, and there are rare, heat - resistant plants growing on the canyon walls","Calm, non - volcanic area, lack of dragons and flowing magma, absence of heat - resistant plants and dragon - related elements"
星际港口宇宙都市 Interstellar Port Cosmic City,"interstellar port cosmic city style {prompt}. A city built on a planet with a view of a bustling spaceport. Spaceships of various shapes and sizes dock at the port, and the city's buildings are made of advanced, light - emitting materials. The sky is filled with streaks of light from passing spacecraft, and there are alien species from different planets walking on the streets","Earth - like, non - space - related city, lack of spaceships and alien species, absence of advanced, space - age architecture"
梦境花海幻影平原 Dreamy Flower Sea Phantom Plain,"dreamy flower sea phantom plain style {prompt}. A vast plain covered in a sea of flowers that change shape and color according to the viewer's thoughts. Among the flowers, phantom - like figures of long - forgotten heroes and mythical beings appear and disappear. The air is filled with a gentle, dream - inducing fragrance, and there are small, floating orbs of light that lead the way through the plain","Ordinary, static flower field, lack of shape - shifting flowers and phantom figures, absence of a dream - like and magical atmosphere"
诅咒荆棘黯夜森林 Cursed Thorn Night Forest,"cursed thorn night forest style {prompt}. A dense forest where gnarled, black - colored trees are covered in long, sharp thorns that seem to move on their own. The air is thick with a dark, purplish mist, and the ground is littered with the bones of unknown creatures. Eerie, glowing eyes peer from the shadows, belonging to shadowy beasts that lurk among the trees","Bright, open forest, absence of thorns and dark mist, lack of menacing creatures and bones"
幽灵古堡腐臭沼泽 Ghostly Castle Putrid Swamp,"ghostly castle putrid swamp style {prompt}. A decaying, haunted castle stands in the middle of a vast, fetid swamp. The castle's walls are covered in slimy moss, and its windows glow with a faint, greenish light. The swamp is filled with stagnant, black water, and bubbles of methane gas rise to the surface, releasing a putrid smell. Ghostly apparitions of long - dead knights and servants haunt the castle and the surrounding swamp","Clean, well - maintained castle, dry and odorless environment, absence of ghosts and swamp - related elements"
恶魔深渊熔岩裂谷 Demon Abyss Lava Rift,"demon abyss lava rift style {prompt}. A massive, deep rift in the ground, with walls of black, charred rock. Rivers of molten lava flow at the bottom, lighting up the rift with a hellish red - orange glow. Demons with twisted horns and fiery eyes emerge from the depths, flying on bat - like wings. The air is filled with the sound of their growls and the crackling of the lava","Peaceful, non - volcanic area, lack of demons and flowing lava, absence of a menacing and fiery environment"
吸血古堡血色荒原 Vampire Castle Blood - red Wasteland,"vampire castle blood - red wasteland style {prompt}. A large, imposing castle made of dark stone, with spires that seem to pierce the blood - red sky. The castle is surrounded by a desolate wasteland covered in a layer of dried - blood - colored sand. Vampire bats circle around the castle, and there are vampire guards standing watch at the gates. The only signs of life are the occasional victims being dragged into the castle","Bright, colorful landscape, lack of vampires and a blood - themed environment, absence of a desolate and menacing castle"
黑暗精灵迷雾峡谷 Dark Elf Misty Canyon,"dark elf misty canyon style {prompt}. A deep, narrow canyon filled with a thick, grayish - black mist. Dark elves with pointed ears and pale, almost blue - tinged skin lurk in the shadows. Their eyes glow with a cold, malicious light. The canyon walls are covered in strange, glowing runes that seem to pulse with dark energy. Small, venomous creatures scurry along the ground, and there are traps set by the dark elves for any intruders","Light - filled, open canyon, absence of dark elves and their traps, lack of a misty and menacing atmosphere"
骷髅海岛死亡海域 Skeleton Island Dead Sea,"skeleton island dead sea style {prompt}. An island in the middle of a black, storm - tossed sea. The island is littered with the skeletons of ships and sailors, and large, bleached whale bones stick out of the sand. A thick, black fog surrounds the island, and strange, ghostly ships with tattered sails can be seen drifting in the distance. Sea monsters with glowing eyes and sharp teeth lurk beneath the surface of the sea","Peaceful, sunny island, lack of skeletons and sea monsters, absence of a stormy and haunted sea environment"
邪影古墓诅咒之地 Evil Shadow Ancient Tomb Cursed Land,"evil shadow ancient tomb cursed land style {prompt}. A desolate, barren land with an ancient tomb at its center. The tomb is made of black, weather - worn stone, and strange, shadowy figures seem to emerge from the cracks in the stone. The air is filled with a sense of foreboding, and there are cursed symbols engraved on the ground around the tomb. Any living creature that approaches the tomb risks being possessed by the evil spirits that inhabit it","Lively, unhaunted land, lack of ancient tombs and evil spirits, absence of a cursed and menacing atmosphere"
暗夜魔城黑暗天际 Nightmare Demon City Dark Sky,"nightmare demon city style {prompt}. A sprawling city built of dark, obsidian - like stone. The buildings are twisted and misshapen, with spires that seem to reach out like claws. The sky above the city is a perpetual, inky black, with occasional flashes of purple - black lightning. Demonic creatures of all shapes and sizes roam the streets, and there are large, sacrificial altars where dark magic rituals are performed","Bright, well - lit city, lack of demons and dark magic elements, absence of a menacing and dark - themed city"
巫妖领地冰封废土 Lich's Domain Frozen Wasteland,"lich's domain frozen wasteland style {prompt}. A vast, frozen expanse of land covered in a layer of black ice. In the distance, a large, dark castle stands, home to a powerful lich. The air is bitterly cold, and the howling wind carries the whispers of the lich's victims. Skeletal soldiers, animated by the lich's dark magic, patrol the frozen landscape. Strange, glowing, blue - black orbs float in the air, casting an eerie light","Warm, thawed land, lack of a lich and its minions, absence of a frozen and menacing environment"
剧毒沼泽邪花丛林 Poisonous Swamp Evil Flower Jungle,"poisonous swamp evil flower jungle style {prompt}. A thick, humid jungle filled with a large, poisonous swamp. The swamp water is a sickly green color, and there are large, carnivorous plants with sharp teeth and glowing, purple - red flowers. The flowers emit a sweet, yet deadly fragrance that lures in unsuspecting prey. Venomous snakes and spiders lurk among the plants, and there are strange, mutant creatures that have been twisted by the toxic environment","Clean, non - toxic jungle, lack of poisonous plants and mutant creatures, absence of a menacing and toxic environment"
>>>古风仙侠系,,
仙宗灵峰修炼地 Immortal Sect's Spiritual Peak Training Ground,"immortal sect's spiritual peak training ground style {prompt}. A towering, mist - enshrouded peak within an ancient immortal sect. The peak is dotted with stone platforms for disciples to practice their swordsmanship and cultivate their spiritual energy. Mysterious runes are engraved on the surrounding boulders, amplifying the spiritual power in the area. Ancient trees with gnarled branches and glowing leaves sway gently in the breeze. Disciples in flowing robes can be seen meditating or sparring, their spiritual energy causing faint glows and ripples in the air","Barren, uninhabited mountain, absence of ancient runes and spiritual energy manifestations, lack of sect - related training facilities and disciple activities"
仙谷灵田灵植园 Immortal Valley's Spiritual Farmland and Herb Garden,"immortal valley's spiritual farmland and herb garden style {prompt}. A secluded valley filled with neatly - arranged fields of spiritual crops and rare herbs. The soil glows with a soft, golden light, nourishing the plants. Small streams of clear, spiritual water meander through the valley, irrigating the crops. There are small, wooden huts where cultivators tend to the plants, using special spells to accelerate their growth. The air is filled with the fresh, fragrant scent of the spiritual herbs, and colorful butterflies with a touch of spiritual power flit among the plants","Wasteland with no signs of cultivation, lack of spiritual water and special crops, absence of huts and cultivator activities"
仙侠遗迹法宝洞 Immortal - xia Ruins and Magic Treasure Cave,"immortal - xia ruins and magic treasure cave style {prompt}. Deep within a mountain range, an ancient cave filled with the remains of a long - lost 仙侠 civilization. Broken stone statues of powerful immortals line the entrance, and the walls of the cave are covered in mysterious inscriptions. Glowing magic treasures, some still pulsating with energy, lie scattered on the ground or are embedded in the rock. There are also traps and protective arrays left behind, waiting to be triggered by the uninitiated. The air in the cave is thick with ancient spiritual energy, and the sound of dripping water echoes through the chambers","Modern - style cave, absence of ancient ruins and magic treasures, lack of protective arrays and spiritual energy"
剑冢秘地藏剑谷 Sword Tomb's Secret Sword - Hiding Valley,"sword tomb's secret sword - hiding valley style {prompt}. A valley filled with countless swords, some half - buried in the ground, others floating in mid - air, held in place by ancient sword - control spells. The swords vary in size, shape, and power, with some emitting a fierce, sword - intent aura. The valley is surrounded by steep cliffs, and the only entrance is guarded by a powerful sword - array. Legends say that the swords in this valley were once the weapons of great swordsmen, and those with enough talent and courage can claim a sword as their own","Valley without swords, lack of sword - control spells and sword - intent auras, absence of a mysterious and guarded location"
仙侠战场遗迹 Battlefield Ruins of Immortal - xia Combat,"battlefield ruins of immortal - xia combat style {prompt}. A vast, desolate plain littered with the remains of a great 仙侠 battle. Broken swords, discarded armor, and charred earth are everywhere. Ancient, ruined defensive formations can still be seen, and the ground is stained with the blood of long - gone warriors, which has left behind a faint, eerie glow. The air is filled with the lingering resentment and spiritual energy of the fallen, and the occasional ghostly apparition of a warrior can be seen re - enacting the battle. In the distance, the remains of a once - mighty fortress stand as a testament to the scale of the conflict","Peaceful, unscarred plain, lack of battle - related ruins and spiritual energy residue, absence of ghostly apparitions and signs of past battles"
仙湖灵岛隐居地 Immortal Lake's Spiritual Island Hermitage,"immortal lake's spiritual island hermitage style {prompt}. A large, serene lake with a crystal - clear surface that reflects the surrounding mountains and the sky. In the middle of the lake, a small island is home to a hermitage. The hermitage is built with simple, yet elegant wooden structures, surrounded by a small garden filled with spiritual flowers. A small boat is tied to the shore of the island, and the hermit, a powerful cultivator in seclusion, can be seen sitting on a rock by the lake, meditating and drawing spiritual energy from the lake and the surrounding environment","No lake or island, lack of a hermitage and spiritual - flower garden, absence of a peaceful and secluded atmosphere"
仙侠市集繁华街 Immortal - xia Bazaar's Bustling Street,"immortal - xia bazaar's bustling street style {prompt}. A lively street filled with stalls and shops run by cultivators. There are stalls selling rare spiritual herbs, magical artifacts, and enchanted weapons. The air is filled with the sound of bargaining, and the smell of delicious, spirit - enhancing food wafts from the food stalls. Magical lights illuminate the street at night, and there are street performers showing off their unique magical skills. Cultivators from different sects and regions stroll along the street, chatting and trading","Quiet, empty street, lack of stalls and magical items for sale, absence of a bustling and vibrant atmosphere"
灵脉矿山采矿场 Spiritual Vein Mine's Mining Site,"spiritual vein mine's mining site style {prompt}. A large, mountainous area where a rich spiritual vein has been discovered. Miners, mostly low - level cultivators, use special tools and magic to extract spiritual ores from the mine. The entrance to the mine is guarded by powerful cultivators to prevent theft and ensure the safety of the miners. The mine shafts are lit by glowing crystals, and the air is filled with the sound of pickaxes hitting the rock and the chanting of spells used to enhance the mining process. The spiritual ores, when extracted, emit a bright, colorful glow, indicating their high quality","Barren mountain without a spiritual vein, lack of mining activities and protective guards, absence of spiritual - ore - related elements"
仙侠门派演武场 Immortal - xia Sect's Martial Arts Arena,"immortal - xia sect's martial arts arena style {prompt}. A large, open arena within an immortal - xia sect. The arena is made of sturdy stone, and the stands around it are filled with disciples watching the martial arts competitions. Disciples in their sect - specific robes engage in fierce battles, using their swordsmanship, spells, and martial arts skills. The air is filled with the sound of swords clashing, the chanting of spells, and the cheers of the spectators. The arena is surrounded by powerful defensive arrays to protect the spectators and contain the energy released during the battles","Small, un - used arena, lack of sect - related competitions and defensive arrays, absence of a lively and competitive atmosphere"
云雾仙山传送阵 Cloud - covered Immortal Mountain's Teleportation Array,"cloud - covered immortal mountain's teleportation array style {prompt}. On the peak of a high, cloud - covered mountain, a large, ancient teleportation array is located. The array is made of rare, glowing stones and is inscribed with complex runes. The clouds around the mountain seem to be controlled by the array's power, swirling and parting when the array is activated. Cultivators from different places gather here to use the teleportation array to travel to other parts of the 仙侠 world. The air around the array crackles with spiritual energy, and there are guards stationed nearby to maintain order and ensure the safe use of the array","Plain, un - magical mountain, lack of a teleportation array and spiritual - energy - related phenomena, absence of a well - guarded and functional teleportation location"
>>>光明治愈系,,
梦幻花田精灵谷 Dreamy Flower Field Fairy Valley,"dreamy flower field fairy valley style {prompt}. A vast, gently sloping valley carpeted with an endless variety of brightly - colored, fragrant flowers. The flowers range from delicate wildflowers to large, exotic blooms, all swaying in a soft, warm breeze. In the midst of the flowers, tiny, glowing fairies flit about, their wings leaving trails of glittering dust. Small, clear streams meander through the valley, their waters reflecting the colorful sky above. The air is filled with the sweet sound of fairy laughter and the gentle rustling of the flowers","Barren, colorless field, lack of fairies and flowing streams, absence of a warm and fragrant atmosphere"
阳光海滨疗养湾 Sunny Seaside Healing Cove,"sunny seaside healing cove style {prompt}. A secluded cove on a beautiful beach, where the sand is soft and golden, almost glowing in the warm sunlight. The ocean waters are a clear, inviting blue, with gentle waves rolling onto the shore. Along the shoreline, there are small, wooden cabins with thatched roofs, each surrounded by a garden filled with healing herbs. The cabins are used by those seeking rest and rejuvenation. There are also large, flat rocks on the beach, perfect for sunbathing and meditation. The sound of the waves and the chirping of seabirds create a soothing melody","Stormy, cold beach, lack of cabins and healing herbs, absence of a peaceful and inviting seaside atmosphere"
灵泉圣林冥想地 Spiritual Spring Sacred Forest Meditation Area,"spiritual spring sacred forest meditation area style {prompt}. A dense forest filled with ancient trees, their branches intertwined to form a natural canopy. At the heart of the forest, a large, crystal - clear spring bubbles up, its waters emitting a soft, golden glow. The glow illuminates the surrounding area, highlighting the lush, green foliage and the colorful mushrooms that dot the forest floor. There are small, stone paths winding through the forest, leading to secluded meditation spots. The air is thick with the fresh, earthy scent of the forest and the gentle, healing energy of the spring","Dark, uninviting forest, lack of a glowing spring and meditation spots, absence of a peaceful and energy - filled environment"
彩虹瀑布希望崖 Rainbow Waterfall Hope Cliff,"rainbow waterfall hope cliff style {prompt}. A majestic cliff from which a powerful waterfall cascades down, creating a permanent, vibrant rainbow in the mist. At the base of the cliff, there is a large, shallow pool filled with clear water, where fish with iridescent scales swim. The area around the pool is filled with wildflowers that seem to glow with an inner light. People come to the cliff to seek hope and inspiration, often leaving behind small tokens of gratitude. The sound of the waterfall is both powerful and soothing, like the voice of nature itself","Dull, colorless waterfall, lack of a pool and glowing flowers, absence of a place filled with hope and natural beauty"
天使乐园祥和镇 Angelic Paradise Peaceful Town,"angelic paradise peaceful town style {prompt}. A charming town surrounded by a white, fluffy cloud barrier, giving it an otherworldly appearance. The town's buildings are made of light - colored stone and wood, with colorful, flower - filled gardens in front of each house. Angels with large, white wings can be seen flying above the town or walking among the people, offering comfort and guidance. There is a central square with a large, marble fountain, from which water flows, carrying a sense of peace and tranquility. The town is filled with the sound of gentle music and the laughter of children","Gloomy, unwelcoming town, lack of angels and a peaceful atmosphere, absence of a cloud - surrounded and charming setting"
治愈之光浮空岛 Healing Light Floating Island,"healing light floating island style {prompt}. A large, floating island in the sky, surrounded by a soft, golden aura. The island is covered in lush, green grass and tall, fruit - bearing trees. The fruits on the trees glow with a healing light, and eating them can cure various ailments. There are small, wooden bridges connecting different parts of the island, and small, sparkling streams flow through the grass. The island is home to a community of healers, who use the natural resources of the island to help those in need","Sunken, dark island, lack of a golden aura and healing fruits, absence of a floating and healing - centered environment"
圣湖灵岛修行处 Sacred Lake Spiritual Island Retreat,"sacred lake spiritual island retreat style {prompt}. A vast, calm lake with crystal - clear waters that reflect the blue sky and the surrounding mountains. In the middle of the lake, a small island is home to a spiritual retreat. The island is covered in a variety of plants, some with magical healing properties. There are small, simple huts on the island, where people come to meditate, practice yoga, and heal their minds and bodies. The lake is home to gentle, magical creatures, such as water nymphs, who help maintain the peace and balance of the area","Murky, stormy lake, lack of a spiritual island and magical creatures, absence of a peaceful and healing retreat"
晨曦草原希望镇 Dawn Prairie Hope Town,"dawn prairie hope town style {prompt}. A wide, open prairie that comes alive with the first rays of dawn. The grass on the prairie is a vibrant green, and as the sun rises, it is bathed in a warm, golden light. In the center of the prairie, a small town stands. The houses in the town are painted in bright, cheerful colors, and each has a small garden filled with vegetables and flowers. The town is a place of hope, where people work together, sharing their skills and resources. The sound of roosters crowing and the sight of farmers starting their day create a sense of optimism and community","Dark, desolate prairie, lack of a colorful town and a sense of community, absence of a hope - filled and lively atmosphere"
祥和花园许愿林 Peaceful Garden Wishing Grove,"peaceful garden wishing grove style {prompt}. A large, well - maintained garden filled with a variety of flowers, shrubs, and trees. In the center of the garden, there is a small, circular clearing surrounded by a ring of ancient trees. In the middle of the clearing, there is a wishing well, where people come to make their wishes. The trees in the grove are said to have magical powers, and their branches are decorated with colorful ribbons and small, glowing crystals. The air in the garden is filled with the sweet smell of flowers and the sound of gentle wind rustling the leaves","Chaotic, unkempt garden, lack of a wishing well and magical trees, absence of a peaceful and magical atmosphere"
光明神庙祈福地 Bright Temple Blessing Place,"bright temple blessing place style {prompt}. A grand, white - marble temple standing on a hilltop, overlooking a beautiful valley. The temple is decorated with intricate carvings of angels and symbols of hope. Inside the temple, there is a large, central hall filled with soft, warm light. Priests and priestesses in white robes offer blessings and prayers for those who come seeking guidance and healing. The temple grounds are surrounded by a beautiful garden, where people can sit and reflect. The sound of bells ringing from the temple tower fills the air, carrying a sense of peace and divine presence","Dark, dilapidated temple, lack of a beautiful garden and a sense of divinity, absence of a place filled with light and blessings"
>>>童童话梦幻系,,
糖果城堡甜蜜小镇 Candy Castle Sweet Town,"candy castle sweet town style {prompt}. A town centered around a magnificent castle made entirely of colorful candies. The castle's turrets are topped with giant lollipops, and its walls are decorated with gumdrops and licorice ropes. The houses in the town are also built from various sweets, with roofs of chocolate shingles and fences of peppermint sticks. The streets are paved with rainbow - colored candy - coated stones, and the air is filled with the sweet aroma of confectionery. Friendly, candy - themed creatures, like gummy bears and marshmallow fairies, roam the town, adding to the magical atmosphere","Plain, non - candy - themed architecture, lack of sweet - scented air and candy - creatures, absence of a sugary and whimsical environment"
精灵森林奇幻树屋 Fairy Forest Magical Treehouses,"fairy forest magical treehouses style {prompt}. A dense forest filled with ancient, gnarled trees that reach towards the sky. Among the trees, there are numerous treehouses, each uniquely designed and connected by rope bridges and wooden walkways. The treehouses are decorated with glowing mushrooms, twinkling fairy lights, and colorful streamers. Tiny fairies with iridescent wings flit around the forest, tending to the magical plants and playing in the dappled sunlight. The forest floor is covered in soft, spongy moss and wildflowers that seem to glow with an inner light","Barren, non - magical forest, lack of treehouses and fairies, absence of a light - filled and enchanted environment"
彩虹花海独角兽牧场 Rainbow Flower Sea Unicorn Ranch,"rainbow flower sea unicorn ranch style {prompt}. A vast, rolling meadow filled with a riot of colorful flowers that seem to blend into a rainbow - like palette. In the center of the meadow, there is a large, wooden - fenced ranch where majestic unicorns graze. The unicorns have long, spiraled horns that glisten in the sunlight, and their coats are a variety of colors, from pure white to iridescent hues. Small, winged creatures, like pixies, flit around the unicorns, combing their manes and playing with the flowers. The air is filled with the sound of gentle music, as if the flowers themselves are singing","Dull, colorless field, lack of unicorns and magical creatures, absence of a flower - filled and harmonious atmosphere"
